"species","family","respiration_rate_gC_per_d","individual_mass_g","temperature_celsius","habitat","reef"
"Salmo trutta","Salmonidae",121,1.3,283.15,"Marine","no"
"Salmo trutta","Salmonidae",123,4.04,283.15,"Marine","no"
"Salmo trutta","Salmonidae",125,0.61,283.15,"Marine","no"
"Salmo trutta","Salmonidae",126,0.13,283.15,"Marine","no"
"Salmo trutta","Salmonidae",127,2.06,283.15,"Marine","no"
"Salmo trutta","Salmonidae",128,0.85,283.15,"Marine","no"
"Salmo trutta","Salmonidae",131,1.94,283.15,"Marine","no"
"Salmo trutta","Salmonidae",137,0.51,283.15,"Marine","no"
"Salmo trutta","Salmonidae",138,1.66,283.15,"Marine","no"
"Salmo trutta","Salmonidae",144,5,283.15,"Marine","no"
"Salmo trutta","Salmonidae",144,3.26,283.15,"Marine","no"
"Salmo trutta","Salmonidae",149,0.1,283.15,"Marine","no"
"Salmo trutta","Salmonidae",150,1.45,283.15,"Marine","no"
"Salmo trutta","Salmonidae",153,0.24,283.15,"Marine","no"
"Salmo trutta","Salmonidae",157,0.99,283.15,"Marine","no"
"Salmo trutta","Salmonidae",158,0.17,283.15,"Marine","no"
"Salmo trutta","Salmonidae",161,0.13,283.15,"Marine","no"
"Salmo trutta","Salmonidae",164,0.23,283.15,"Marine","no"
"Salmo trutta","Salmonidae",177,0.18,283.15,"Marine","no"
"Salmo trutta","Salmonidae",178,2.26,283.15,"Marine","no"
"Salmo trutta","Salmonidae",179,0.15,283.15,"Marine","no"
"Salmo trutta","Salmonidae",180,0.1,283.15,"Marine","no"
"Salmo trutta","Salmonidae",180,0.12,283.15,"Marine","no"
"Salmo trutta","Salmonidae",186,0.18,283.15,"Marine","no"
"Salmo trutta","Salmonidae",188,0.99,283.15,"Marine","no"
"Salmo trutta","Salmonidae",188,0.37,283.15,"Marine","no"
"Salmo trutta","Salmonidae",190,0.15,283.15,"Marine","no"
"Salmo trutta","Salmonidae",203,0.1,283.15,"Marine","no"
"Salmo trutta","Salmonidae",130,0.58,283.15,"Marine","no"
"Salmo trutta","Salmonidae",166,0.67,283.15,"Marine","no"
"Salmo trutta","Salmonidae",280,23,293.15,"Marine","no"
"Salmo trutta","Salmonidae",300,96.4,293.15,"Marine","no"
"Salmo trutta","Salmonidae",506,2.15,293.15,"Marine","no"
"Salvelinus fontinalis","Salmonidae",200,23.2,293.15,"Marine","no"
"Sander vitreus","Percidae",64,291,293.15,"Freshwater","no"
"Sander vitreus","Percidae",65,493,293.15,"Freshwater","no"
"Sander vitreus","Percidae",69,539,293.15,"Freshwater","no"
"Sander vitreus","Percidae",69,170,293.15,"Freshwater","no"
"Sander vitreus","Percidae",71,170,293.15,"Freshwater","no"
"Sander vitreus","Percidae",73,181,293.15,"Freshwater","no"
"Sander vitreus","Percidae",73,181,293.15,"Freshwater","no"
"Sander vitreus","Percidae",74,674,293.15,"Freshwater","no"
"Sander vitreus","Percidae",78,364,293.15,"Freshwater","no"
"Sander vitreus","Percidae",88,170,296.15,"Freshwater","no"
"Sander vitreus","Percidae",92,181,296.15,"Freshwater","no"
"Sander vitreus","Percidae",95,74,293.15,"Freshwater","no"
"Sarda chiliensis lineolata","Scombridae",1724,2530,295.15,"Marine","no"
"Sarotherodon galilaeus","Cichlidae",110,283,299.15,"Freshwater","no"
"Scardinius erythrophthalmus","Cyprinidae",217,53,293.15,"Freshwater","no"
"Scopelengys tristis","Neoscopelidae",13,49.8,278.15,"Marine","no"
"Scopelogadus mizolepis mizolepis","Melamphaidae",20,3.6,278.15,"Marine","no"
"Scophthalmus maximus","Scophthalmidae",114,320,288.15,"Marine","no"
"Scophthalmus rhombus","Scophthalmidae",130,145,291.65,"Marine","no"
"Scophthalmus rhombus","Scophthalmidae",146,70,291.65,"Marine","no"
"Scophthalmus rhombus","Scophthalmidae",192,50,291.65,"Marine","no"
"Scorpaena porcus","Scorpaenidae",97,40,287.15,"Marine","no"
"Scorpaena porcus","Scorpaenidae",178,16.3,295.25,"Marine","no"
"Scyliorhinus canicula","Scyliorhinidae",86,149,287.15,"Marine","no"
"Scyliorhinus canicula","Scyliorhinidae",114,150,285.15,"Marine","no"
"Scyliorhinus stellaris","Scyliorhinidae",7,2800,292.15,"Marine","yes"
"Scyliorhinus stellaris","Scyliorhinidae",7,2530,291.45,"Marine","yes"
"Scyliorhinus stellaris","Scyliorhinidae",52,2180,289.15,"Marine","yes"
"Scyliorhinus stellaris","Scyliorhinidae",54,2200,289.15,"Marine","yes"
"Scyliorhinus stellaris","Scyliorhinidae",79,660,291.65,"Marine","yes"
"Scyliorhinus stellaris","Scyliorhinidae",88,685,291.65,"Marine","yes"
"Scyliorhinus stellaris","Scyliorhinidae",125,685,291.65,"Marine","yes"
"Serranus scriba","Serranidae",166,4.1,289.15,"Marine","no"
"Solea solea","Soleidae",105,185,287.15,"Marine","no"
"Solea solea","Soleidae",169,46,291.65,"Marine","no"
"Solea solea","Soleidae",170,62,291.65,"Marine","no"
"Solea solea","Soleidae",184,28,291.15,"Marine","no"
"Solea solea","Soleidae",200,37,291.15,"Marine","no"
"Solea solea","Soleidae",219,80,291.65,"Marine","no"
"Sparus aurata","Sparidae",203,78,291.15,"Marine","no"
"Sparus aurata","Sparidae",203,78.3,292.15,"Marine","no"
"Spinachia spinachia","Gasterosteidae",354,0.3,291.15,"Marine","no"
"Spinachia spinachia","Gasterosteidae",354,5,291.65,"Marine","no"
"Squalius cephalus","Cyprinidae",112,14,288.15,"Freshwater","no"
"Squalius cephalus","Cyprinidae",180,168,291.15,"Freshwater","no"
"Squalius cephalus","Cyprinidae",267,12.9,291.15,"Freshwater","no"
"Squalius cephalus","Cyprinidae",282,3.04,291.15,"Freshwater","no"
"Squalus acanthias","Squalidae",49,2060,283.15,"Marine","no"
"Squalus acanthias","Squalidae",51,1854,283.15,"Marine","no"
"Stenobrachius leucopsarus","Myctophidae",60,4.3,278.15,"Marine","no"
"Stenobrachius leucopsarus","Myctophidae",100,4.4,283.15,"Marine","no"
"Stomias atriventer","Stomiidae",57,9.3,283.15,"Marine","no"
"Stomias danae","Stomiidae",42,13.8,275.65,"Marine","no"
"Symbolophorus californiensis","Myctophidae",86,0.8,278.15,"Marine","no"
"Synbranchus marmoratus","Synbranchidae",36,151,298.15,"Freshwater","no"
"Synbranchus marmoratus","Synbranchidae",40,100,298.15,"Freshwater","no"
"Synbranchus marmoratus","Synbranchidae",54,145,298.15,"Freshwater","no"
"Synbranchus marmoratus","Synbranchidae",54,99,298.15,"Freshwater","no"
"Synbranchus marmoratus","Synbranchidae",63,104,298.15,"Freshwater","no"
"Synbranchus marmoratus","Synbranchidae",68,97,298.15,"Freshwater","no"
"Synbranchus marmoratus","Synbranchidae",74,71,298.15,"Freshwater","no"
"Syngnathus acus","Syngnathidae",194,7.6,291.65,"Marine","no"
"Syngnathus acus","Syngnathidae",279,7,291.65,"Marine","no"
"Tarletonbeania crenularis","Myctophidae",137,3.29,281.15,"Marine","no"
"Tarletonbeania crenularis","Myctophidae",266,1.4,286.15,"Marine","no"
"Tautogolabrus adspersus","Labridae",142,50,293.15,"Marine","yes"
"Tautogolabrus adspersus","Labridae",172,43,294.15,"Marine","yes"
"Theragra chalcogramma","Gadidae",33,70,274.15,"Marine","no"
"Theragra chalcogramma","Gadidae",46,70,275.95,"Marine","no"
"Theragra chalcogramma","Gadidae",52,297,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",56,300,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",60,225,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",66,74.4,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",69,217.2,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",70,81,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",72,135,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",73,70,278.45,"Marine","no"
"Theragra chalcogramma","Gadidae",75,69,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",75,204,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",78,78,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",86,70,279.65,"Marine","no"
"Theragra chalcogramma","Gadidae",86,24,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",91,70,285.15,"Marine","no"
"Theragra chalcogramma","Gadidae",92,70,281.55,"Marine","no"
"Theragra chalcogramma","Gadidae",93,21,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",104,70,282.65,"Marine","no"
"Theragra chalcogramma","Gadidae",104,70,280.65,"Marine","no"
"Theragra chalcogramma","Gadidae",122,13.8,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",123,7.5,278.65,"Marine","no"
"Theragra chalcogramma","Gadidae",152,12,278.65,"Marine","no"
"Thorichthys meeki","Cichlidae",82,15,298.15,"Freshwater","no"
"Thorichthys meeki","Cichlidae",193,2,298.15,"Freshwater","no"
"Tilapia rendalli","Cichlidae",83,50,290.15,"Freshwater","no"
"Tilapia rendalli","Cichlidae",146,50,296.15,"Freshwater","no"
"Tilapia rendalli","Cichlidae",246,50,301.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",78,315,299.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",221,24.77,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",242,7.05,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",259,7.26,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",279,6.87,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",316,1.46,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",366,6.05,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",368,0.83,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",383,1.46,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",424,0.83,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",471,0.83,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",478,0.93,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",479,0.77,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",504,0.9,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",514,0.8,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",572,0.97,298.15,"Freshwater","no"
"Tilapia zillii","Cichlidae",600,0.83,298.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",62,541,289.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",69,541,289.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",74,541,289.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",96,30.5,291.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",99,541,289.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",100,118.9,288.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",138,7,291.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",155,5.85,291.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",200,1.35,289.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",222,41,293.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",270,18.5,293.15,"Freshwater","no"
"Tinca tinca","Cyprinidae",629,225,293.15,"Freshwater","no"
"Torpedo torpedo","Torpedinidae",65,315,288.15,"Marine","no"
"Torpedo torpedo","Torpedinidae",70,410,287.15,"Marine","no"
"Trematomus bernacchii","Nototheniidae",50,178,272.25,"Marine","no"
"Trematomus hansoni","Nototheniidae",65,145,272.25,"Marine","no"
"Trematomus pennellii","Nototheniidae",43,183,272.25,"Marine","no"
"Trichogaster fasciata","Osphronemidae",104,0.92,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",127,0.74,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",133,0.49,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",219,0.42,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",254,0.31,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",265,0.24,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",277,0.22,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",312,9.3,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",327,11,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",336,8.15,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",338,12,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",346,0.25,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",349,6.25,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",369,10,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",415,0.06,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",417,3,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",427,0.16,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",427,0.07,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",438,0.06,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",450,0.07,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",450,7,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",508,0.06,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",542,0.12,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",565,0.07,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",588,0.05,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",623,0.03,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",635,0.03,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",646,0.03,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",658,0.04,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",658,0.09,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",669,0.08,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",669,0.04,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",692,0.04,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",810,2,302.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",1038,0.02,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",1050,0.02,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",1062,0.01,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",1108,0.01,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",1119,0.01,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",1154,0.01,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",1258,0.01,301.15,"Freshwater","no"
"Trichogaster fasciata","Osphronemidae",1304,0.01,301.15,"Freshwater","no"
"Trichopodus trichopterus","Osphronemidae",166,7.97,300.15,"Freshwater","no"
"Triphoturus mexicanus","Myctophidae",36,1.15,278.15,"Marine","no"
"Triphoturus mexicanus","Myctophidae",96,9.3,283.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",2,3.54,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",8,3.54,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",9,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",10,3.54,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",11,3.54,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",11,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",12,3.54,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",13,3.54,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",14,3.54,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",17,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",20,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",21,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",22,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",23,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",24,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",27,1.38,288.15,"Marine","no"
"Typhlogobius californiensis","Gobiidae",28,1.38,288.15,"Marine","no"
"Xiphophorus hellerii","Poeciliidae",214,2,298.15,"Freshwater","no"
"Xiphophorus hellerii","Poeciliidae",286,1,291.15,"Freshwater","no"
"Xiphophorus hellerii","Poeciliidae",457,0.1,298.15,"Freshwater","no"
"Zoarces viviparus","Zoarcidae",72,0.29,278.15,"Marine","no"
"Zoarces viviparus","Zoarcidae",82,0.29,278.15,"Marine","no"
"Zoarces viviparus","Zoarcidae",86,0.25,278.15,"Marine","no"
"Zoarces viviparus","Zoarcidae",90,0.24,278.15,"Marine","no"
"Zoarces viviparus","Zoarcidae",94,0.23,278.15,"Marine","no"
"Zoarces viviparus","Zoarcidae",104,0.25,278.15,"Marine","no"
"Zoarces viviparus","Zoarcidae",144,0.24,278.15,"Marine","no"
"Zoarces viviparus","Zoarcidae",156,0.23,278.15,"Marine","no"
"Lutjanus griseus","Lutjanidae",152.201183431953,0.169,291.15,"Marine","yes"
"Lutjanus griseus","Lutjanidae",400.942446043165,0.139,296.15,"Marine","yes"
"Lutjanus griseus","Lutjanidae",598.919117647059,0.136,301.15,"Marine","yes"
"Lutjanus griseus","Lutjanidae",795.898734177215,0.158,306.15,"Marine","yes"
"Hemiscyllium ocellatum","Hemiscylliidae",83.4,636,298.15,"Marine","yes"
"Apogon compressus","Apogonidae",179,7,303.15,"Marine","yes"
"Apogon cyanosoma","Apogonidae",259,2.2,303.15,"Marine","yes"
"Apogon doederleini","Apogonidae",288,4.4,303.15,"Marine","yes"
"Apogon exostigma","Apogonidae",218,3.7,303.15,"Marine","yes"
"Apogon fragilis","Apogonidae",255,1.9,303.15,"Marine","yes"
"Apogon leptacanthus","Apogonidae",239,1.5,303.15,"Marine","yes"
"Archamia fucata","Apogonidae",225,5.8,303.15,"Marine","yes"
"Cheilodipterus quinquelineatus","Apogonidae",244,1.8,303.15,"Marine","yes"
"Cheilodipterus quinquelineatus","Apogonidae",263,7.4,303.15,"Marine","yes"
"Sphaeramia nematoptera","Apogonidae",131,7.3,303.15,"Marine","yes"
"Acanthochromis polyacanthus","Pomacentridae",197,15.4,303.15,"Marine","yes"
"Chromis atripectoralis","Pomacentridae",2286,0.0187,303.15,"Marine","yes"
"Chromis atripectoralis","Pomacentridae",1526,0.0234,303.15,"Marine","yes"
"Chromis atripectoralis","Pomacentridae",1577,0.0715,303.15,"Marine","yes"
"Pomacentrus ambionensis","Pomacentridae",2201,0.0327,303.15,"Marine","yes"
"Pomacentrus ambionensis","Pomacentridae",1621,0.059,303.15,"Marine","yes"
"Pomacentrus ambionensis","Pomacentridae",1145,0.1023,303.15,"Marine","yes"
"Acanthochromis polyacanthus","Pomacentridae",2553,0.0148,303.15,"Marine","yes"
"Acanthochromis polyacanthus","Pomacentridae",2072,0.0448,303.15,"Marine","yes"
"Acanthochromis polyacanthus","Pomacentridae",1561,0.1344,303.15,"Marine","yes"
"Chromis atripectoralis","Pomacentridae",358,8.4,303.15,"Marine","yes"
"Chromis viridis","Pomacentridae",555,2.5,303.15,"Marine","yes"
"Chrysiptera flavipinnis","Pomacentridae",384,2.4,303.15,"Marine","yes"
"Dascyllus aruanus","Pomacentridae",306,4.1,303.15,"Marine","yes"
"Neoglyphidodon melas","Pomacentridae",216,32.1,303.15,"Marine","yes"
"Neoglyphidodon nigroris","Pomacentridae",162,14.9,303.15,"Marine","yes"
"Neopomacentrus azysron","Pomacentridae",493,3.2,303.15,"Marine","yes"
"Pomacentrus ambionensis","Pomacentridae",201,12.6,303.15,"Marine","yes"
"Pomacentrus bankanensis","Pomacentridae",237,7.8,303.15,"Marine","yes"
"Pomacentrus coelestis","Pomacentridae",387,7.8,303.15,"Marine","yes"
"Pomacentrus lepidogenys","Pomacentridae",516,3.1,303.15,"Marine","yes"
"Pomacentrus moluccensis","Pomacentridae",397,5.2,303.15,"Marine","yes"
"Pomacentrus philippinus","Pomacentridae",320,2.2,303.15,"Marine","yes"
"Pomacentrus philippinus","Pomacentridae",348,6.9,303.15,"Marine","yes"
"Amblygobius phalaena","Gobiidae",333,2.4,303.15,"Marine","yes"
"Amblygobius rainfordi","Gobiidae",209,1,303.15,"Marine","yes"
"Amblygobius rainfordi","Gobiidae",352,1.5,303.15,"Marine","yes"
"Amblygobius rainfordi","Gobiidae",874,0.23,303.15,"Marine","yes"
"Asteropteryx semipunctatus","Gobiidae",403,1.4,303.15,"Marine","yes"
"Gobiodon axillaris","Gobiidae",250,0.938,301.15,"Marine","yes"
"Gobiodon erythrospilus","Gobiidae",260,0.565,301.15,"Marine","yes"
"Gobiodon histrio","Gobiidae",248,1.2,303.15,"Marine","yes"
"Gobiodon histrio","Gobiidae",263,0.533,301.15,"Marine","yes"
"Gobiodon unicolor","Gobiidae",302,1.713,301.15,"Marine","yes"
"Gobiodon acicularis","Gobiidae",188,0.824,301.15,"Marine","yes"
"Gobiodon ceramensis","Gobiidae",230,0.902,301.15,"Marine","yes"
"Gobiodon okinawae","Gobiidae",298,0.718,301.15,"Marine","yes"
"Paragobiodon xanthosomus","Gobiidae",266,0.689,303.15,"Marine","yes"
"Valenciennea strigata","Gobiidae",157,28.2,303.15,"Marine","yes"
"Atrosalarias fuscus","Blennidae",208,7.3,303.15,"Marine","yes"
"Atrosalarias fuscus","Blennidae",552,0.29,303.15,"Marine","yes"
"Paramonacanthus japonicus","Monacanthidae",486,1.7,303.15,"Marine","yes"
"Scolopsis bilineatus","Nemipteridae",375,1.9,303.15,"Marine","yes"
"Halichoeres melanurus","Labridae",394,1.8,303.15,"Marine","yes"
"Labroides dimidiatus","Labridae",736,0.56,303.15,"Marine","yes"
"Parapercis cylindrica","Pinguipedidae",381,3.6,303.15,"Marine","yes"
"Acanthurus grammoptilus","Acanthuridae",474,7.45,303.15,"Marine","yes"
"Caracanthus unipinna","Scorpaenidae",238,1.789,301.15,"Marine","yes"
"Parascorpaena mossambica","Scorpaenidae",193,3.19,303.15,"Marine","yes"
"Sebastapistes cyanostigma","Scorpaenidae",228,14.4,303.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",322.38,664,294.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",319.75,664,294.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",338.53,664,294.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",376.83,664,294.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",360.74,664,294.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",349.32,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",323.58,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",347.06,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",344.81,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",335.18,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",337.41,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",286.35,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",293.99,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",298.55,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",292.13,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",309.24,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",349.49,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",373.19,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",357.24,755,296.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",322.97,686,297.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",358.83,686,297.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",310.58,686,297.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",399.64,686,297.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",413.11,686,297.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",311.15,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",310.49,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",340.4,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",331.6,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",299.18,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",330.95,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",415.71,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",487.98,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",446.24,750,298.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",456.91,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",478.44,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",419.68,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",450.13,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",462.16,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",460.27,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",409.97,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",506.81,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",398.46,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",422.78,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",425.62,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",397.67,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",393.35,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",403.91,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",409.28,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",398.71,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",390.11,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",375.9,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",379.26,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",349.03,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",371.69,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",366.02,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",350.35,610,299.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",345.81,731,300.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",352.69,731,300.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",392.63,731,300.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",429.58,731,300.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",375.27,731,300.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",447.94,731,300.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",440.42,731,300.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",458.2,731,300.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",409.88,731,301.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",416.3,731,301.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",406.43,731,301.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",400.26,731,301.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",374.85,731,301.15,"Marine","yes"
"Sphyrna lewini","Sphyrnidae",384.83,731,301.15,"Marine","yes"
